date,platform,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,spend,conversions,revenue
1/18/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49567,1012,144.6,16,NULL
1/18/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14567,689,253.4,43,NULL
1/18/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38901,1456,224.5,31,NULL
1/18/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,72345,261,92.7,7,NULL
1/19/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47890,967,138.4,15,NULL
1/19/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13890,634,235.8,40,NULL
1/19/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37234,1367,209.9,28,NULL
1/19/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,70123,253,89.4,6,NULL
1/20/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,43234,878,125.7,13,NULL
1/20/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11890,545,202.3,34,NULL
1/20/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,34567,1234,189.6,24,NULL
1/20/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,65234,234,81.2,5,NULL
1/21/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,41567,823,118.9,12,NULL
1/21/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,10234,467,178.4,30,NULL
1/21/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,32890,1178,171.2,22,NULL
1/21/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,62345,223,76.3,4,NULL
1/22/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,45234,912,129.8,14,NULL
1/22/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12456,567,209.6,36,NULL
1/22/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35123,1267,194.5,26,NULL
1/22/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,66789,245,84.7,5,NULL
1/23/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,48567,989,140.3,15,NULL
1/23/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13789,623,229.8,38,NULL
1/23/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37456,1389,213.4,29,NULL
1/23/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,71234,256,90.5,6,NULL
1/24/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,51234,1067,149.7,17,NULL
1/24/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14890,712,251.6,43,NULL
1/24/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,39234,1489,227.9,32,NULL
1/24/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,74567,267,95.8,7,NULL
1/25/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,52789,1123,156.4,18,NULL
1/25/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,15678,756,268.9,47,NULL
1/25/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,40567,1567,238.6,34,NULL
1/25/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,76890,278,99.2,8,NULL
1/26/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,50123,1034,147.5,17,NULL
1/26/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14234,689,254.7,44,NULL
1/26/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,38890,1445,231.2,32,NULL
1/26/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,73456,261,94.6,7,NULL
1/27/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,46234,934,133.8,15,NULL
1/27/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,12567,567,209.4,36,NULL
1/27/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,35890,1289,197.8,27,NULL
1/27/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,68234,245,85.9,5,NULL
1/28/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,44567,890,127.6,13,NULL
1/28/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,11456,523,192.3,33,NULL
1/28/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,33567,1203,184.5,25,NULL
1/28/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,65789,234,80.4,4,NULL
1/29/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,47890,967,138.4,15,NULL
1/29/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,13234,612,226.5,39,NULL
1/29/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,36234,1334,203.7,28,NULL
1/29/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,69567,253,88.7,6,NULL
1/30/2024,Facebook,fb_1001,Brand_Awareness_Q1,fbset_2001,Broad_Audience_18-35,49234,1001,142.8,16,NULL
1/30/2024,Facebook,fb_1002,Conversions_Retargeting,fbset_2002,Cart_Abandoners,14123,645,236.9,41,NULL
1/30/2024,Facebook,fb_1003,Traffic_Drive_Jan,fbset_2003,Lookalike_Purchasers,37890,1412,216.5,30,NULL
1/30/2024,Facebook,fb_1004,Video_Views_Campaign,fbset_2004,Video_Enthusiasts,72123,261,91.3,7,NULL
1/1/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23456,1234,234.5,45,2250
1/1/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45678,890,567.8,23,1150
1/1/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67890,2345,423.6,67,3350
1/2/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24567,1289,245.6,48,2400
1/2/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43234,823,534.2,21,1050
1/2/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71234,2456,445.8,71,3550
1/3/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22345,1123,213.4,42,2100
1/3/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47890,967,623.5,25,1250
1/3/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,123456,456,123.4,12,600
1/4/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25678,1345,256.7,50,2500
1/4/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69456,2234,412.3,65,3250
1/4/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,134567,489,134.5,14,700
1/5/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23890,1234,234.9,46,2300
1/5/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46234,912,589.3,24,1200
1/5/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,128901,467,128.9,13,650
1/6/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24234,1267,241.2,47,2350
1/6/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72345,2378,432.9,69,3450
1/6/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131234,478,132.4,13,650
1/7/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26789,1456,278.9,54,2700
1/7/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44567,878,567.2,22,1100
1/7/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70234,2289,419.5,66,3300
1/8/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22567,1134,216.8,43,2150
1/8/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,48234,989,634.7,26,1300
1/8/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,125678,445,121.3,11,550
1/9/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25234,1312,250.3,49,2450
1/9/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73456,2423,441.8,70,3500
1/9/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,129345,456,125.6,12,600
1/10/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24678,1289,245.9,48,2400
1/10/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45234,901,578.9,23,1150
1/10/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68901,2267,414.2,64,3200
1/11/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26234,1378,263.4,52,2600
1/11/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47890,934,612.5,26,1300
1/11/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71234,2456,445.8,71,3550
1/11/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,136789,512,142.3,15,750
1/12/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25123,1312,250.4,49,2450
1/12/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46567,912,596.7,24,1200
1/12/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69890,2334,428.9,66,3300
1/12/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133456,489,131.2,14,700
1/13/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22456,1156,220.4,43,2150
1/13/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,41234,823,528.9,21,1050
1/13/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,63456,2089,382.6,60,3000
1/13/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,119234,434,116.8,12,600
1/14/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21234,1089,207.8,41,2050
1/14/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,39567,789,507.4,19,950
1/14/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,61890,2012,369.3,58,2900
1/14/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,115678,412,113.4,11,550
1/15/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23890,1234,235.6,46,2300
1/15/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,43789,856,560.9,22,1100
1/15/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,67234,2234,411.7,65,3250
1/15/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,128901,467,126.7,13,650
1/16/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25456,1345,257.3,51,2550
1/16/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45678,901,584.5,24,1200
1/16/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70123,2378,435.8,69,3450
1/16/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,132567,489,130.5,14,700
1/17/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26789,1456,278.9,54,2700
1/17/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47234,967,605.6,25,1250
1/17/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72456,2489,450.7,72,3600
1/17/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,138901,534,136.4,15,750
1/18/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25789,1389,265.2,52,2600
1/18/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,46123,923,590.3,24,1200
1/18/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,71567,2412,442.3,70,3500
1/18/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,135234,501,133.6,14,700
1/19/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24567,1289,246.8,48,2400
1/19/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44890,890,574.7,23,1150
1/19/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,69234,2301,423.5,67,3350
1/19/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131567,478,129.4,13,650
1/20/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,22345,1123,214.5,42,2100
1/20/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,40567,812,520.4,20,1000
1/20/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,64890,2067,376.8,59,2950
1/20/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,124567,445,122.3,12,600
1/21/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,21567,1089,207.8,41,2050
1/21/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,38901,778,498.7,19,950
1/21/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,62345,1989,365.4,57,2850
1/21/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,118234,423,116.2,11,550
1/22/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24234,1267,241.2,47,2350
1/22/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42890,845,549.3,22,1100
1/22/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,66789,2223,407.9,64,3200
1/22/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,127890,456,125.6,13,650
1/23/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25678,1356,259.4,51,2550
1/23/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45123,912,577.8,24,1200
1/23/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70234,2389,432.6,69,3450
1/23/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133456,489,131.2,14,700
1/24/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,27123,1434,274.3,55,2750
1/24/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47890,978,613.5,26,1300
1/24/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,73456,2501,456.7,73,3650
1/24/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,139234,523,136.8,15,750
1/25/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,28234,1512,287.6,58,2900
1/25/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,49567,1012,634.2,27,1350
1/25/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,75234,2567,467.8,75,3750
1/25/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,142345,545,139.9,16,800
1/26/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,26789,1378,263.4,53,2650
1/26/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,47234,945,605.6,25,1250
1/26/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,72890,2434,450.2,71,3550
1/26/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,138567,512,136.2,15,750
1/27/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25234,1312,250.3,49,2450
1/27/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45678,901,584.5,24,1200
1/27/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70123,2356,431.2,68,3400
1/27/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,134890,489,132.7,14,700
1/28/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,23567,1189,226.8,44,2200
1/28/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,42890,834,549.3,21,1050
1/28/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,66234,2167,395.8,61,3050
1/28/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,127345,445,125.1,12,600
1/29/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,24890,1278,244.2,47,2350
1/29/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,44567,878,570.8,23,1150
1/29/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,68456,2289,419.5,66,3300
1/29/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,131234,467,128.9,13,650
1/30/2024,Google,g_5001,Search_Brand_Terms,gad_6001,Brand_Exact,25456,1334,254.6,50,2500
1/30/2024,Google,g_5002,Search_Generic_Terms,gad_6002,Product_Broad,45890,912,587.7,24,1200
1/30/2024,Google,g_5003,Shopping_All_Products,gad_6003,Best_Sellers,70234,2367,432.1,68,3400
1/30/2024,Google,g_5004,Display_Remarketing,gad_6004,Cart_Abandoners,133456,478,131.2,14,700
1/1/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234567,3456,456.7,34,NULL
1/1/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,123456,2345,678.9,67,NULL
1/1/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,189234,2890,345.6,23,NULL
1/2/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,245678,3678,478.9,36,NULL
1/2/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,134567,2567,712.3,71,NULL
1/2/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,198345,3012,361.2,25,NULL
1/3/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,223456,3234,434.5,32,NULL
1/3/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,112345,2123,623.4,62,NULL
1/3/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,345678,5678,890.1,89,NULL
1/4/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,256789,3890,512.3,39,NULL
1/4/2024,TikTok,tt_8003,Traffic_Campaign,ttad_9003,Trending_Sounds,201234,3123,374.5,26,NULL
1/4/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,367890,6012,923.4,94,NULL
1/5/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,234234,3467,460.2,35,NULL
1/5/2024,TikTok,tt_8002,Conversion_Focus,ttad_9002,Product_Demo,128901,2456,689.5,68,NULL
1/5/2024,TikTok,tt_8004,Influencer_Collab,ttad_9004,Creator_Partnership,356789,5834,901.2,91,NULL
1/6/2024,TikTok,tt_8001,Awareness_GenZ,ttad_9001,Dance_Challenge,267890,3945,523.4,40,NULL
